ConceptID	Active	FSN	USPreferredTerm
302111002	1	Ileostomy present (finding)	Ileostomy present
302112009	1	Colostomy present (finding)	Colostomy present
302119000	1	Fitness for work (observable entity)	Fitness for work
302120006	1	Fit to return to work (finding)	Fit to return to work
302121005	1	History relating to military service (observable entity)	History relating to military service
302122003	1	Work and retirement-related problems (finding)	Work and retirement-related problems
302123008	1	Job satisfaction finding (finding)	Job satisfaction finding
302124002	1	Satisfied with job (finding)	Satisfied with job
302139001	1	Receiving home tuition (finding)	Receiving home tuition
302140004	1	Received further education (finding)	Received further education
302141000	1	Finding relating to special educational needs (finding)	Finding relating to special educational needs
302142007	1	School / class size (observable entity)	School / class size
302145009	1	Owns own home (finding)	Owns own home
302147001	1	Demographic history detail (observable entity)	Demographic history detail
302148006	1	Legal, financial, employment and socioeconomic history detail (observable entity)	Legal, financial, employment and socioeconomic history detail
302149003	1	Housing, local environment and transport detail (observable entity)	Housing, local environment and transport detail
302150003	1	Requirement for domiciliary service (observable entity)	Requirement for domiciliary service
302153001	1	Unhappy at work (finding)	Unhappy at work
302160007	1	Household, family and support network detail (observable entity)	Household, family and support network detail
302171008	1	Adjust hearing aid settings (procedure)	Adjust hearing aid settings
302173006	1	Provision of voluntary service (finding)	Provision of voluntary service
302180008	1	Prison record and criminal activity details (observable entity)	Prison record and criminal activity details
302181007	1	Legal history relating to child (observable entity)	Legal history relating to child
302190000	1	Abdominal hysterectomy and right salpingo-oophorectomy (procedure)	Abdominal hysterectomy and right salpingo-oophorectomy
302191001	1	Abdominal hysterectomy and left salpingo-oophorectomy (procedure)	Abdominal hysterectomy and left salpingo-oophorectomy
302201002	1	Teleworker (finding)	Teleworker
302215000	1	Thrombocytopenic disorder (disorder)	Thrombocytopenic disorder
302222008	1	Elbow fracture - closed (disorder)	Elbow fracture - closed
302226006	1	Peripheral nerve disease (disorder)	Peripheral nerve disease
302227002	1	Ecchymosis (finding)	Ecchymosis
302228007	1	Spontaneous ecchymosis (finding)	Spontaneous ecchymosis
302229004	1	Salmonella food poisoning (disorder)	Salmonella food poisoning
302231008	1	Salmonella infection (disorder)	Salmonella infection
302233006	1	Renal artery stenosis (disorder)	Renal artery stenosis
302253005	1	Delivered by cesarean section - pregnancy at term (finding)	Delivered by cesarean section - pregnancy at term
302254004	1	Delivered by cesarean delivery following previous cesarean delivery (finding)	Delivered by cesarean delivery following previous cesarean delivery
302258001	1	Back problem (finding)	Back problem
302262007	1	Memory skills training (regime/therapy)	Memory skills training
302289002	1	Coordination problem (finding)	Coordination problem
302297009	1	Congenital deformity of foot (disorder)	Congenital deformity of foot
302320003	1	Milk-free diet (finding)	Milk-free diet
302322006	1	Egg-free diet (finding)	Egg-free diet
302343007	1	Insertion of prosthesis for breast (procedure)	Insertion of prosthesis for breast
302369001	1	Clitoridectomy (procedure)	Clitoridectomy
302383004	1	Forceps delivery (procedure)	Forceps delivery
302396003	1	Cryotherapy to skin lesion (procedure)	Cryotherapy to skin lesion
302414003	1	Removal of clip from skin (procedure)	Removal of clip from skin
302415002	1	Removal of suture from skin (procedure)	Removal of suture from skin
302433008	1	Dressing of skin (procedure)	Dressing of skin
302434002	1	Dressing of skin ulcer (procedure)	Dressing of skin ulcer
302441008	1	Liposuction of subcutaneous tissue (procedure)	Liposuction of subcutaneous tissue
302490008	1	Arthroscopic meniscectomy (procedure)	Arthroscopic meniscectomy
302497006	1	Hemodialysis (procedure)	Hemodialysis
302509004	1	Entire heart (body structure)	Entire heart
302510009	1	Entire thoracic aorta (body structure)	Entire thoracic aorta
302561004	1	Mycobacterium borstelense (organism)	Mycobacterium borstelense
302605004	1	Forced manual dilatation of anus (procedure)	Forced manual dilatation of anus
302690004	1	Encopresis (finding)	Encopresis
302764009	1	Rubella non-immune (finding)	Rubella non-immune
302794003	1	Nasogastric aspirate (specimen)	Nasogastric aspirate
302795002	1	Lymph node aspirate (specimen)	Lymph node aspirate
302812006	1	Anogenital human papillomavirus infection (disorder)	Anogenital human papillomavirus infection
302813001	1	Syphilitic acoustic neuritis - quaternary stage (disorder)	Syphilitic acoustic neuritis - quaternary stage
302820008	1	Intracranial meningioma (disorder)	Intracranial meningioma
302826002	1	Adrenal cortical adenoma (disorder)	Adrenal cortical adenoma
302833002	1	Paraganglioma (disorder)	Paraganglioma
302835009	1	Pheochromocytoma (disorder)	Pheochromocytoma
302838006	1	Dermal cellular nevus (disorder)	Dermal cellular nevus
302846007	1	Rhabdomyoma (disorder)	Rhabdomyoma
302847003	1	Rhabdomyosarcoma (disorder)	Rhabdomyosarcoma
302849000	1	Nephroblastoma (disorder)	Nephroblastoma
302851001	1	Synovial sarcoma (disorder)	Synovial sarcoma
302866003	1	Hypoglycemia (disorder)	Hypoglycemia
302870006	1	Hypertriglyceridemia (disorder)	Hypertriglyceridemia
302896008	1	Keratoconjunctivitis sicca (disorder)	Keratoconjunctivitis sicca
302910002	1	Atherosclerotic renal artery stenosis (disorder)	Atherosclerotic renal artery stenosis
302912005	1	Vocal cord palsy (disorder)	Vocal cord paralysis
302914006	1	Barrett's esophagus (disorder)	Barrett's esophagus
302918009	1	Disorder of stoma (disorder)	Disorder of stoma
302924003	1	Breast hematoma (disorder)	Breast hematoma
302932006	1	Tear of medial meniscus of knee (disorder)	Tear of medial meniscus of knee
302935008	1	Infective discitis (disorder)	Infective discitis
302936009	1	Enthesopathy of wrist and/or hand (disorder)	Enthesopathy of wrist and/or hand
302941001	1	Nonunion of fracture (disorder)	Nonunion of fracture
302960008	1	Mosaicism 45, X; 46, XX (disorder)	Mosaicism 45, X; 46, XX
302986003	1	Assault by poisoning by non-pharmaceutical substances (event)	Assault by poisoning by non-pharmaceutical substances
303011007	1	Neutropenic disorder (disorder)	Neutropenic disorder
303081002	1	Neurogenic claudication (finding)	Neurogenic claudication
303110006	1	Postprocedural period (qualifier value)	Postprocedural period
303111005	1	During menopause (qualifier value)	During menopause
303194003	1	Metastasis to head and neck lymph node (disorder)	Metastasis to head and neck lymph node
303270005	1	Liver and/or biliary structure (body structure)	Liver and/or biliary structure
303277008	1	Fallopian tube prosthesis (physical object)	Fallopian tube prosthesis
303300008	1	Egg protein (substance)	Egg protein
303314008	1	Scorpion venom (substance)	Scorpion venom
303315009	1	Spider venom (substance)	Spider venom
303337002	1	Tonsil and adenoid structure (body structure)	Tonsil and adenoid structure
303356007	1	Local anesthetic nerve block around spinal cord meninges (procedure)	Local anesthetic nerve block around spinal cord meninges
303402001	1	Vascular structure of kidney (body structure)	Vascular structure of kidney
303490004	1	Cardiovascular implant (physical object)	Cardiovascular implant
303497001	1	Urogenital implant (physical object)	Urogenital implant
303499003	1	Gastrointestinal implant (physical object)	Gastrointestinal implant
303500007	1	Auditory implant (physical object)	Auditory implant
303503009	1	Musculoskeletal implant (physical object)	Musculoskeletal implant
303515008	1	Orbital implant (physical object)	Orbital implant
303533002	1	Hip joint implant (physical object)	Hip joint implant
303608005	1	Ophthalmological implant (physical object)	Ophthalmological implant
303617005	1	Vascular implant (physical object)	Vascular implant
303618000	1	Nervous system implant (physical object)	Nervous system implant
303619008	1	Cardiac implant (physical object)	Cardiac implant
303623000	1	Structure of posterior tibial lymph node (body structure)	Structure of posterior tibial lymph node
303633008	1	Irrigation of maxillary antrum (procedure)	Irrigation of maxillary antrum
303648002	1	Excision of papilloma (procedure)	Excision of papilloma
303650005	1	Removal of mole of skin by excision (procedure)	Removal of mole of skin by excision
303653007	1	Computed tomography of head (procedure)	CT of head
303680000	1	Computed tomography of cardiovascular system (procedure)	CT of cardiovascular system
303713004	1	Structure of anterior tibial lymph node (body structure)	Structure of anterior tibial lymph node
303726000	1	Shoulder joint prosthesis (physical object)	Shoulder joint prosthesis
303827001	1	Trunk angiography (procedure)	Trunk angiography
303947005	1	Rod fixation system (physical object)	Rod fixation system
303960004	1	Medicinal product acting as thrombolytic (product)	Thrombolytic agent
304026004	1	Varicose ulcer of lower extremity (disorder)	Varicose ulcer of lower extremity
304040003	1	Grafting to skin (procedure)	Grafting to skin
304059001	1	Endocardial (qualifier value)	Endocardial
304068004	1	Bilateral cleft lip (disorder)	Bilateral cleft lip
304070008	1	Body wall implant (physical object)	Body wall implant
304120007	1	Total hip replacement prosthesis (physical object)	Total hip replacement prosthesis
304121006	1	Femoral head prosthesis (physical object)	Femoral head prosthesis
304124003	1	Shoulder joint implant (physical object)	Shoulder joint implant
304185004	1	Foot joint implant (physical object)	Foot joint implant
304186003	1	Hand joint implant (physical object)	Hand joint implant
304213008	1	Low grade pyrexia (finding)	Low grade pyrexia
304248001	1	Unfit for particular post (finding)	Unfit for particular post
304249009	1	Refused employment on medical grounds (finding)	Refused employment on medical grounds
304251008	1	Resuscitation status (observable entity)	Resuscitation status
304253006	1	Not for resuscitation (finding)	Not for resuscitation
304278005	1	Taking sips of fluid (observable entity)	Taking sips of fluid
304279002	1	Taking sips of water (observable entity)	Taking sips of water
304283002	1	Half-life of radiopharmaceutical (qualifier value)	Half-life of radiopharmaceutical
304292004	1	Surgeon (occupation)	Surgeon
304293009	1	Drinking hot drink (observable entity)	Drinking hot drink
304321000	1	Decreased range of knee movement (finding)	Decreased range of knee movement
304344002	1	Decreased range of cervical spine movement (finding)	Decreased range of cervical spine movement
304367000	1	Uncemented component fixation (qualifier value)	Uncemented component fixation
304374005	1	Entire left main branch of portal vein (body structure)	Entire left main branch of portal vein
304375006	1	Entire right main branch of portal vein (body structure)	Entire right main branch of portal vein
304492001	1	Activities of daily living assessment (procedure)	Activities of daily living assessment
304495004	1	Monitoring of blood pressure, temperature, pulse rate and respiratory rate (regime/therapy)	Monitoring of blood pressure, temperature, pulse rate and respiratory rate
