nct_id,overall_status,plan_to_share_ipd,plan_to_share_ipd_description,study_type,phase,study_first_submitted_date,official_title,enrollment,enrollment_type,primary_completion_month_year,primary_completion_date_type
NCT02716675,Recruiting,NA,NA,Interventional,Phase 2,2016-03-17,A Phase 2b Study to Evaluate the Safety and Efficacy of VRC01 Broadly Neutralizing Monoclonal Antibody in Reducing Acquisition of HIV-1 Infection Among Men and Transgender Persons Who Have Sex With Men,2700,Anticipated,February 2022,Anticipated
NCT02715700,Completed,NA,NA,Interventional,Phase 1,2016-03-17,A Multiple-Dose Clinical Trial to Study the Effect of MK-1439 (Doravirine) on Methadone Pharmacokinetics,14,Actual,June 2016,Actual
NCT02715479,Completed,NA,NA,Interventional,Phase 1,2016-03-17,A Two-way Drug Interaction Study to Evaluate the Effect of BMS-955176 on the Pharmacokinetics of Dolutegravir and the Effect of Dolutegravir on the Pharmacokinetics of BMS-955176,14,Actual,May 2016,Actual
NCT02712489,Completed,NA,NA,Observational,NA,2016-03-04,A Roll-over Observational Study for the Extended Follow-up of the Volunteers of the ISS T-003 Trial (ISS T-003 EF-UP),179,Actual,April 2016,Actual
NCT02696681,Recruiting,NA,NA,Interventional,N/A,2016-02-18,Addressing Psychosocial Comorbidities in HIV Treatment and Prevention: Phase 2,30,Anticipated,August 2018,Anticipated
NCT02693145,Recruiting,NA,NA,Interventional,N/A,2016-02-23,Cooperative Re-Engagement Controlled Trial (CoRECT),1800,Anticipated,August 2019,Anticipated
NCT02686853,Unknown status,NA,NA,Interventional,Phase 4,2016-01-26,Efficacy of Intrathecal Administration of Liposomal Amphotericin B in Cryptococcal Meningitis Without Acquired Immune Deficiency Syndrome,40,Anticipated,January 2018,Anticipated
NCT02685020,Completed,NA,NA,Interventional,Phase 1,2016-02-12,"A Randomized, Parallel-group, Placebo-controlled, Double-blind Phase 1 Study in Healthy HIV-uninfected Adults to Evaluate Safety/Tolerability and Immunogenicity of Different Vaccine Schedules With Ad26.Mos.HIV and Clade C gp140",36,Actual,"January 18, 2018",Actual
NCT02674867,Recruiting,NA,NA,Interventional,N/A,2016-01-13,ANRS EP59 CLEAC : Physiopathological Study of Immunovirological Evolution of Perinatally HIV-1 Infected Children Depending on Early (Before 6 Months) or Late (After 2 Years) Antiretroviral Therapy Introduction.,80,Anticipated,December 2018,Anticipated
NCT02674581,Completed,NA,NA,Interventional,Phase 1,2015-12-21,"An Open-label Study to Evaluate the Pharmacokinetics and Safety of BMS-663068 in Subjects With Normal Renal Function and Subjects With Mild, Moderate, Severe, and Endâ€‘Stage Renal Dysfunction",30,Actual,"May 24, 2016",Actual
NCT02666053,Completed,NA,NA,Interventional,Phase 1,2016-01-07,A Study to Assess the Effect of a High-fat Meal and Increased Gastric pH on the Bioavailability of an Extended-release Formulation of BMS-663068 in Healthy Subjects,72,Actual,"February 22, 2016",Actual
NCT02664415,Completed,NA,NA,Interventional,Phase 2,2016-01-20,Safety and Therapeutic Efficacy of the Broadly Neutralizing HIV-1 Specific Monoclonal Antibody VRC01 During Analytic Treatment Interruption in Patients Who Initiated Antiretroviral Therapy During Early Acute HIV Infection,24,Anticipated,"August 4, 2017",Actual
NCT02659761,Not yet recruiting,NA,NA,Interventional,Phase 4,2016-01-08,"A Prospective, Single Arm, Open-label 96 Week Observational Trial of the Tolerability, Adherence and Efficacy of a Dolutegravir/Abacavir/Lamivudine Single Tablet Regimen in HIV-1 Antibody Positive People Living With HIV With a History of Injection Drug Use Switching From Existing ART or Starting Treatment After Discontinuation of ART",50,Anticipated,August 2018,Anticipated
NCT02659306,"Active, not recruiting",NA,NA,Interventional,Phase 1,2016-01-15,The Effect of Metformin on HIV Reservoir Size in Non-diabetic Antiretroviral Therapy (ART) Treated Participants: the Lilac Study,22,Actual,August 2018,Anticipated
NCT02656511,Recruiting,NA,NA,Interventional,Phase 4,2015-12-31,Immediate Initiation of Antiretroviral Therapy During Acute HIV Infection,74,Anticipated,April 2020,Anticipated
NCT02654080,"Active, not recruiting",NA,NA,Interventional,Phase 1,2016-01-11,"A Phase 1 Trial to Evaluate the Safety, Tolerability, and Immunogenicity of a Prime-Boost Regimen of HIV-1 Nef/Tat/Vif, Env pDNA Vaccine Delivered Intramuscularly With Electroporation and HIV-1 rVSV envC Vaccine in Healthy HIV-Uninfected Adult Participants",15,Anticipated,July 2019,Anticipated
NCT02652793,Recruiting,NA,NA,Interventional,N/A,2015-12-31,Simplification From Tenofovir Plus Lamivudine or Emtricitabine Plus Ritonavir-Boosted-Protease Inhibitor to Ritonavir-Boosted-Atazanavir Plus Lamivudine in Virologically-Suppressed-HIVInfected Adults With Osteopenia,45,Anticipated,December 2017,Anticipated
NCT02652546,Completed,NA,NA,Interventional,Phase 1,2016-01-09,A Phase 1 Study of CC-11050 in Human Immunodeficiency Virus-1-Infected Adults With Suppressed Plasma Viremia on Antiretroviral Therapy,36,Actual,"May 15, 2017",Actual
NCT02650024,Recruiting,NA,NA,Interventional,Phase 4,2015-11-24,Impact of Hepatitis C Virus Therapy on Central Nervous System Outcomes,32,Anticipated,December 2019,Anticipated
NCT02640625,Enrolling by invitation,NA,NA,Interventional,Phase 1/Phase 2,2015-12-16,Adjuvant Mucosal Therapy in HIV-infected Men With Insufficient Response to Antiretroviral Therapy,60,Anticipated,November 2017,Anticipated
NCT02634073,Completed,NA,NA,Interventional,Phase 4,2015-12-14,"An Open-label Single-Center, 4-Period William's Cross-Over Design Drug Interaction Trial to Determine the Effects of Sorbitol-Containing Solutions on Lamivudine Exposure Following Administration of Lamivudine Oral Solution in Healthy Adult Subjects",16,Actual,"March 1, 2016",Actual
NCT02632474,Completed,NA,NA,Interventional,Phase 4,2015-12-14,ART Drug Dosage Adjustment Using FSCII in Chinese HIV-infected Population,10,Actual,December 2016,Actual
NCT02630082,Completed,NA,NA,Interventional,N/A,2015-08-24,"A Cohort Study in Lima, Peru to Evaluate Feasibility of Measuring Immune Responses & Activation Levels in the Foreskin & Rectosigmoid Mucosa in HIV-negative, Uncircumcised Men Who Have Sex With Men & Who Are at High Risk for HIV Acquisition",29,Actual,March 2013,Actual
NCT02629822,"Active, not recruiting",NA,NA,Interventional,Phase 2,2015-12-10,"A Phase IIa Multicenter, Open-Label Clinical Trial to Evaluate the Safety and Efficacy of MK-1439A in Treatment-NaÃ¯ve HIV-1 Infected Subjects With Selected Non-Nucleoside Reverse Transcriptase Inhibitor (NNRTI) Transmitted Resistance Mutations",10,Actual,"December 18, 2017",Actual
NCT02629094,Terminated,NA,NA,Interventional,Phase 2,2015-12-10,Cardiometabolic Effects of Eplerenone in HIV Infection,8,Actual,"September 11, 2017",Actual
NCT02626286,Recruiting,NA,NA,Interventional,N/A,2015-11-20,Prevention of HIV Infection in Men Who Have Sex With Men in Sub-Saharan Africa: Feasibility and Interest of a Quarterly Preventive Global Care (CohMSM),700,Anticipated,December 2018,Anticipated
NCT02614950,Completed,NA,NA,Interventional,N/A,2015-11-23,Viral Suppression After Analytic Treatment Interruption in Thai Patients Who Initiated Highly Active Antiretroviral Therapy During Acute HIV Infection,8,Actual,June 2016,Actual
NCT02611895,Unknown status,NA,NA,Interventional,N/A,2015-11-19,Testing the Effect of Raltegravir on Persistent de Novo HIV Infection in Virologic Responders to Antiretroviral Therapy ( RALNOVO ),60,Anticipated,August 2016,Anticipated
NCT02608918,Completed,NA,NA,Interventional,Phase 1,2015-11-17,An Open-Label Taste Assessment of BMS-955176 in Healthy Subjects,8,Actual,"May 24, 2016",Actual
NCT02604004,Completed,NA,NA,Interventional,Phase 1,2015-11-05,Bioequivalence Study Between Lamivudine Formulations in the Form of Coated Tablet 150 mg (Test) and EPIVIR of Glaxosmithkline in Healthy Volunteers of Both Genders in Fasting Condition,28,Actual,December 2013,Actual
NCT02602262,Recruiting,NA,NA,Observational,NA,2015-11-06,Observational Study of HIV+ Deceased Donor Solid Organ Transplant for HIV+ Recipients,425,Anticipated,December 2018,Anticipated
NCT02600325,"Active, not recruiting",NA,NA,Interventional,Phase 3,2015-11-05,Grazoprevir (MK-5172)+ Elbasvir (MK-8742) for the Treatment of Acute Hepatitis C Genotype 1/4. The Dutch Acute HCV in HIV Study (DAHHS-2),86,Actual,February 2018,Anticipated
NCT02599896,"Active, not recruiting",NA,NA,Interventional,Phase 1,2015-11-06,"VRC 606: A Phase 1, Dose-Escalation Study of the Safety and Pharmacokinetics of a Human Monoclonal Antibody, VRC-HIVMAB080-00-AB (VRC01LS) and VRC-HIVMAB060-00-AB (VRC01), Administered Intravenously or Subcutaneously to Healthy Adults",45,Actual,"August 31, 2018",Anticipated
NCT02595866,Recruiting,NA,NA,Interventional,Phase 1,2015-11-03,Phase I Study of MK-3475 (Pembrolizumab) in Patients With Human Immunodeficiency Virus (HIV) and Relapsed/Refractory or Disseminated Malignant Neoplasm,39,Anticipated,"April 1, 2018",Anticipated
NCT02591420,Recruiting,NA,NA,Interventional,Phase 1,2015-10-28,"Safety and Virologic Effect of a Human Monoclonal Antibody, VRC-HIVMAB060-00-AB (VRC01), With Broad HIV-1 Neutralizing Activity, Administered Intravenously to Adults During Early Acute HIV Infection",24,Anticipated,April 2018,Anticipated
NCT02588820,Recruiting,NA,NA,Interventional,Phase 3,2015-10-20,Impact of Extremely Early Antiretroviral Therapy to Reduce VIral REservoir and Induce Functional CURE of HIV-1 Infection: A Pilot Comparative Study,15,Anticipated,November 2018,Anticipated
NCT02583464,Completed,NA,NA,Interventional,Phase 1,2015-10-19,Bioequivalence Study of Two Formulations With the Association of Tenofovir 300 mg and Emtricitabine 200 mg.,24,Actual,October 2014,Actual
NCT02583243,Completed,NA,NA,Observational,NA,2008-06-05,Project BEST: Buprenorphine Entry Into Substance Abuse Treatment,209,Actual,August 2008,Actual
NCT02583048,Recruiting,NA,NA,Interventional,Phase 2,2015-10-20,"A Trial of the Safety, Tolerability, and Pharmacokinetics of Bedaquiline and Delamanid, Alone and in Combination, Among Participants Taking Multidrug Treatment for Drug-Resistant Pulmonary Tuberculosis",84,Anticipated,July 2018,Anticipated
NCT02582983,Completed,NA,NA,Interventional,Phase 4,2015-10-08,"An Open-Label Safety Trial of Enfuvirtide (T-20/RO 29-9800, HIV-1 Fusion Inhibitor) in Combination With Free Choice Antiviral Regimen in Thai Patients With Advanced HIV Infection",23,Actual,December 2009,Actual
NCT02579083,Recruiting,NA,NA,Interventional,Phase 1,2015-10-09,"A Phase 1, Single Center Study to Assess the Safety of MB66, a Combined Anti-HIV (VRC01-N) and Anti-HSV (HSV8-N) Monoclonal Antibody Film for Vaginal Application as Microbicide",43,Anticipated,May 2018,Anticipated
NCT02578706,Completed,NA,NA,Interventional,Phase 2,2015-10-15,Targeting Platelets in Chronic HIV Infection,27,Actual,November 2016,Actual
NCT02576119,Terminated,NA,NA,Interventional,Phase 1,2015-10-13,"A Randomized, Double-Blind, Double-Dummy, Positive-Controlled, Crossover Study to Determine Electrocardiographic Effects of BMS-955176 in Healthy Subjects",315,Actual,"February 26, 2016",Actual
NCT02573376,Recruiting,NA,NA,Interventional,N/A,2015-06-03,Antiviral Pharmacology and Adherence in Drug Users,60,Anticipated,September 2020,Anticipated
NCT02572947,Completed,NA,NA,Interventional,Phase 2,2015-10-07,"An Interventional, One-arm, Open Label Pilot Study to Assess the Feasibility of Dolutegravir Monotherapy in Virologically Suppressed Patients on Conventional Triple Antiretroviral Therapy of Dolutegravir Plus Two Nucleoside Reverse Transcriptase Inhibitors",8,Actual,June 2017,Actual
NCT02572401,Completed,NA,NA,Interventional,N/A,2015-09-28,Reducing the Risk of HIV/STD Infection Among African American Men,391,Actual,June 2013,Actual
NCT02569502,Completed,NA,NA,Interventional,Phase 4,2015-10-05,"Open Label, Nonrandomized Clinical Trial of Safety and Tolerability of Enfuviritide (FuzeonÂ®, HIV Fusion Inhibitor) in Patients With Advanced HIV1 Infection",6,Actual,October 2007,Actual
NCT02568215,Recruiting,NA,NA,Interventional,Phase 2,2015-10-01,A Phase 2b Study to Evaluate the Safety and Efficacy of VRC01 Broadly Neutralizing Monoclonal Antibody in Reducing Acquisition of HIV-1 Infection in Women in Sub-Saharan Africa,1900,Anticipated,December 2021,Anticipated
NCT02566148,Completed,NA,NA,Observational,NA,2015-06-19,"Life Course, HIV and Hepatitis B Among African Migrants Living in Ile-de-France",2468,Actual,February 2012,Actual
NCT02564523,"Active, not recruiting",NA,NA,Interventional,Phase 2,2015-09-29,"A Randomized, Observer-blind, Placebo-controlled, Phase 2 Study to Evaluate the Safety, Tolerability and Immunogenicity of Different Prime-boost Regimens of the Candidate Prophylactic Vaccines for Ebola Ad26.ZEBOV and MVA-BN-Filo in Healthy Adults, Including Elderly Subjects, HIV-infected Subjects, and Healthy Children in Two Age Strata in Africa",1075,Actual,"January 21, 2019",Anticipated
NCT02561286,Completed,NA,NA,Interventional,N/A,2015-09-24,"Help Us, Save Us! HIV/STI Risk Reduction for Black Men Who Have Sex With Men",595,Actual,May 2012,Actual
NCT02556294,Recruiting,NA,NA,Interventional,N/A,2015-04-23,Fostering Resilience to Psychosocial and HIV Risk in Indian MSM,608,Anticipated,June 2019,Anticipated
NCT02556086,Withdrawn,NA,NA,Interventional,Phase 2,2015-09-15,"A Phase 2b Evaluation of Daclatasvir/Sofosbuvir in Non-Cirrhotic Treatment Naive Subjects With Genotype 1, 2, 3 and 4 Chronic Hepatitis C Virus Coinfected With Human Immunodeficiency Virus (HIV-1)",0,Actual,June 2016,Anticipated
NCT02553369,Completed,NA,NA,Observational,NA,2015-09-14,Seroprevalence of Chikungunya at the End of the First Chikungunya Outbreak in the French Antilles Within a Sample of Patients Treated for a HIV Infection,388,Actual,October 2015,Actual
NCT02551523,"Active, not recruiting",NA,NA,Interventional,Phase 2,2015-09-15,"A Prospective, Randomised, Controlled, Open-label, Non-inferiority Trial to Compare the Efficacy of Standard of Care Combination Antiretroviral Therapy With a Simplified Dolutegravir Monotherapy in Patients With a Primary HIV-1 Infection Under Suppressive Early Standard of Care Antiretroviral Therapy",101,Actual,February 2018,Anticipated
NCT02549040,Completed,NA,NA,Interventional,Phase 1,2015-09-11,A Rapid Pharmacokinetic Trial of the Bioavailability of Four MK-1439 Nano Formulations in Healthy Adults,16,Actual,December 2015,Actual
NCT02547870,Completed,NA,NA,Interventional,Phase 1,2015-09-10,"A Phase 1 Openâ€Label, Randomized, Parallelâ€Group Study in Healthy Subjects to Investigate the Effect of Different Storage Conditions of a Longâ€Acting Nanosuspension of Rilpivirine on the Singleâ€Dose Plasma Pharmacokinetics of Rilpivirine After Intramuscular Injection",74,Actual,April 2016,Actual
NCT02535429,Completed,NA,NA,Interventional,N/A,2015-08-25,NA,28,Actual,December 2015,Actual
NCT02539576,Completed,NA,NA,Interventional,Phase 1,2015-08-20,"A Phase I, Open-label, Single-dose Study to Investigate the Pharmacokinetics, Safety and Tolerability of Abacavir/Dolutegravir/Lamivudine Fixed-dose Combination Tablets in Healthy Japanese Subjects",12,Actual,November 2015,Actual
NCT02537236,Completed,NA,NA,Interventional,Phase 3,2015-08-28,Efficacy and Safety of Fish Oil (Omega-3 Fatty Acid) Supplementation With Therapeutic Lifestyle Changes Diet Associated With Lipidic Profile in HIV-positive Patients With Antiretroviral Therapy.,200,Actual,May 2009,Actual
NCT02532348,Completed,NA,NA,Observational,NA,2015-08-20,Platelets Study: Influence of the Antiretroviral Treatment on the Platelet Physiology During HIV Infection,133,Actual,September 2014,Actual
NCT02531295,Not yet recruiting,NA,NA,Interventional,Phase 1,2015-08-20,Immunologic Response to Euphorbia Kansui Extract Powder Prepared as Tea in HIV-infected Antiretroviral Therapy (ART)-Suppressed Individuals: a Dose Escalation Study,9,Anticipated,September 2020,Anticipated
NCT02530827,Completed,NA,NA,Observational,NA,2015-08-04,Influence of Lipid-lowering Drugs in Patients Seropositive for HIV With Lipodystrophy in Resting Energy Expenditure and Total Energy Expenditure,45,Actual,June 2014,Actual
NCT02527941,Completed,NA,NA,Interventional,Phase 1,2015-08-14,Effect of Bacterial Vaginosis and Its Treatment on HIV Susceptibility and Female Genital Immunology,50,Actual,November 2015,Actual
NCT02527135,Completed,NA,NA,Interventional,N/A,2015-08-14,Evaluating Feasibility and Potential Impact of Text Messages on HIV Awareness Among Young Women in Rural Kenya: a Pilot Study,600,Actual,August 2014,Actual
NCT02527096,Completed,NA,NA,Interventional,Phase 2,2015-08-06,A Pilot Trial Evaluating Maintenance Therapy With Lamivudine(EpivirÂ®) and Dolutegravir(TivicayÂ®) in Human Immunodeficiency Virus 1 (HIV-1) Infected Patients Virologically Suppressed With Triple HAART - ANRS 167 Lamidol,110,Actual,March 2017,Actual
NCT02525146,Completed,NA,NA,Interventional,N/A,2015-08-01,NA,170,Actual,March 2016,Actual
NCT02526940,Completed,NA,NA,Observational,NA,2015-08-17,Impact of Pre- Antiretroviral Therapy (ART) Blood Cluster of Differentiation (CD)4+ T Cell Level on the Rectal Reservoir in Long-term HIV-1 Treated Men,30,Actual,August 2015,Actual
NCT02516930,Completed,NA,NA,Interventional,N/A,2015-07-25,Crowdsourcing Versus Social Marketing Video Campaigns to Promote Condom Use: A Noninferiority Randomized Controlled Trial to Evaluate Promoting Condom Use Among MSM and Transgender Individuals in China,1173,Actual,February 2016,Actual
