COMPONENT,SYSTEM,SCALE,n2,codes,methods
Multisection,Upper extremity.left>Wrist,Doc,4,"26279-0,26280-8,37431-4,37432-2",MR|US|CT|XR.tomography
Multisection,Upper extremity.right,Doc,3,"26234-5,35983-6,38052-7",MR|CT|US
Multisection,Upper extremity.right>Elbow,Doc,3,"26222-0,35968-7,37688-9",MR|CT|XR.tomography
Multisection,Upper extremity.right>Forearm,Doc,2,"26246-9,36000-8",MR|CT
Multisection,Upper extremity.right>Hand,Doc,3,"26249-3,36007-3,37717-6",MR|CT|XR.tomography
Multisection,Upper extremity.right>Shoulder,Doc,4,"26269-1,26270-9,36066-9,37811-7",US|MR|CT|XR.tomography
Multisection,Upper extremity.right>Upper arm,Doc,2,"36029-7,36030-5",CT|MR
Multisection,Upper extremity.right>Upper extremity artery,Doc,2,"39506-1,41814-5",US.doppler|US
Multisection,Upper extremity.right>Upper extremity vein,Doc,2,"39507-9,48688-6",US.doppler|US
Multisection,Upper extremity.right>Upper extremity vessels,Doc,3,"36798-7,39444-5,82714-7",MR.angio|US.doppler|CT.angio
Multisection,Upper extremity.right>Wrist,Doc,4,"26281-6,26282-4,37433-0,37644-2",MR|US|CT|XR.tomography
Multisection,Upper extremity>Elbow,Doc,3,"24674-4,35962-0,35963-8",MR|CT|XR.tomography
Multisection,Upper extremity>Forearm,Doc,2,"24710-6,35997-6",MR|CT
Multisection,Upper extremity>Hand,Doc,3,"24720-5,36002-4,36003-2",MR|CT|XR.tomography
Multisection,Upper extremity>Shoulder,Doc,4,"24905-2,24907-8,36062-8,37850-5",MR|US|CT|XR.tomography
Multisection,Upper extremity>Upper arm,Doc,2,"36023-0,36025-5",CT|MR
Multisection,Upper extremity>Upper extremity artery,Doc,2,"39447-8,48448-5",US.doppler|US
Multisection,Upper extremity>Upper extremity veins,Doc,2,"36080-0,69395-2",MR.angio|US
Multisection,Upper extremity>Upper extremity vessels,Doc,2,"36084-2,39448-6",MR.angio|US.doppler
Multisection,Upper extremity>Wrist,Doc,4,"25033-2,25036-5,37428-0,37932-1",MR|US|CT|XR.tomography
Multisection,Whole body,Doc,2,"46305-9,46358-8",CT|MR
Multisection,XXX,Doc,6,"25040-7,25045-6,25056-3,25061-3,25071-2,37443-9",CT.3D|CT|MR|US|XR.tomography|MR.spectroscopy
Multisection,XXX>Artery,Doc,2,"39523-6,46375-2",US.doppler|US
Multisection,XXX>Spine,Doc,3,"24926-8,28566-8,36067-7",US|CT|MR
Multisection,XXX>Vein,Doc,2,"39036-9,39525-1",US|US.doppler
Multisection & 3D reconstruction,XXX,Doc,3,"39043-5,41804-6,44165-9",MRI|CT|US
Multisection 3D post processing,XXX,Doc,2,"79093-1,80496-3",CT|MR
Multisection for amyloidosis^W radionuclide IV,Head>Brain,Doc,2,"81577-9,87907-2",PT|PT+CT
Multisection for motion,Chest>Diaphragm,Doc,2,"24672-8,30632-4",US|RF
Multisection for pregnancy,Pelvis+^Fetus,Doc,2,"11525-3,80864-2",US|US.doppler
Multisection for transplanted kidney,Pelvis,Doc,2,"39032-8,80863-4",US|US.doppler
Multisection limited,Abdomen,Doc,2,"30704-1,36086-7",US|CT
Multisection limited,Chest,Doc,2,"36089-1,69281-4",CT|US
Multisection limited,Chest>Heart,Doc,2,"36091-7,42707-0",MR|US
Multisection limited,Extremity,Doc,2,"36090-9,39526-9",CT|US
Multisection limited,Head,Doc,3,"36087-5,38034-5,80856-8",CT|US|US.doppler
Multisection limited,Head+Neck>Carotid arteries,Doc,2,"38015-4,80850-1",US|US.doppler
Multisection limited,Head>Head vessels,Doc,2,"36808-4,39044-3",MR.angio|US.doppler
Multisection limited,Lower extremity>Lower extremity artery,Doc,2,"38042-8,41812-9",US.doppler|US
Multisection limited,Pelvis,Doc,2,"38046-9,69212-9",US|MR
Multisection limited,Upper extremity>Upper extremity artery,Doc,2,"38143-4,41813-7",US.doppler|US
Multisection limited,XXX,Doc,4,"25039-9,48460-0,69282-2,89851-0",CT|MR|US.doppler|CT.angio
Multisection limited,XXX>Vein,Doc,2,"39045-0,39524-4",US|US.doppler
Multisection limited^WO contrast,Abdomen>Spine.lumbar,Doc,2,"36110-5,36111-3",CT|MR
Multisection metabolic^W radionuclide IV,Head>Brain,Doc,2,"81578-7,86976-8",PT|PT+CT
Multisection post mortem,XXX,Doc,2,"91718-7,91719-5",MR|CT
Multisection^W & WO contrast IV,Kidney.bilateral+Collecting system,Nar,3,"24786-6,30618-3,30677-9",XR.tomo|CT|MRI
Multisection^W conscious sedation,XXX,Doc,2,"25047-2,25057-1",CT|MR
Multisection^W contrast IS,Lower extremity.left>Ankle,Doc,2,"36116-2,69102-2",MR|CT
Multisection^W contrast IS,Lower extremity.left>Hip,Doc,2,"36121-2,69105-5",MR|CT
Multisection^W contrast IS,Lower extremity.left>Knee,Doc,2,"36126-1,69106-3",MR|CT
Multisection^W contrast IS,Lower extremity.right>Ankle,Doc,2,"36117-0,69109-7",MR|CT
Multisection^W contrast IS,Lower extremity.right>Hip,Doc,2,"36122-0,69112-1",MR|CT
Multisection^W contrast IS,Lower extremity.right>Knee,Doc,2,"36127-9,69114-7",MR|CT
Multisection^W contrast IS,Lower extremity>Knee,Doc,2,"36124-6,36125-3",CT|MR
Multisection^W contrast IS,Lower extremity>Lower extremity joint,Doc,2,"37238-3,69210-3",CT|MR
Multisection^W contrast IS,Upper extremity.left>Elbow,Doc,2,"36118-8,69103-0",MR|CT
Multisection^W contrast IS,Upper extremity.left>Shoulder,Doc,2,"36130-3,38828-0",MR|CT
Multisection^W contrast IS,Upper extremity.left>Wrist,Doc,2,"37445-4,69107-1",MR|CT
Multisection^W contrast IS,Upper extremity.right>Elbow,Doc,2,"36119-6,69110-5",MR|CT
Multisection^W contrast IS,Upper extremity.right>Shoulder,Doc,2,"36131-1,36132-9",CT|MR
Multisection^W contrast IS,Upper extremity.right>Wrist,Doc,2,"37446-2,69115-4",MR|CT
Multisection^W contrast IS,Upper extremity>Shoulder,Doc,2,"36128-7,36129-5",CT|MR
Multisection^W contrast IS,XXX>Joint,Doc,2,"36811-8,36812-6",CT|MR
Multisection^W contrast IT,Abdomen>Spine.lumbar,Doc,2,"24965-6,48436-0",CT|MR
Multisection^W contrast IT,Chest>Spine.thoracic,Doc,2,"30596-1,48439-4",CT|MR
Multisection^W contrast IT,Neck>Spine.cervical,Doc,2,"24934-2,48447-7",CT|MR
Multisection^W contrast IV,Abdomen,Doc,2,"36134-5,79103-8",MR|CT
Multisection^W contrast IV,Abdomen>Abdominal vessels,Doc,2,"24533-2,36828-2",MR.angio|CT.angio
Multisection^W contrast IV,Abdomen>Adrenal gland,Doc,2,"36943-9,44124-6",CT|MR
Multisection^W contrast IV,Abdomen>Aorta.abdominal,Doc,2,"36143-6,82677-6",CT|CT.angio
Multisection^W contrast IV,Abdomen>Kidney,Doc,2,"36113-9,46322-4",MR|CT
Multisection^W contrast IV,Abdomen>Kidney.bilateral,Doc,3,"24790-8,36219-4,43766-5",XR.tomography|MR|CT
Multisection^W contrast IV,Abdomen>Liver,Doc,2,"24815-3,36231-9",CT|MR
Multisection^W contrast IV,Abdomen>Pancreas,Doc,2,"24858-3,36236-8",CT|MR
Multisection^W contrast IV,Abdomen>Renal vessels,Doc,2,"30887-4,36833-2",MR.angio|CT.angio
Multisection^W contrast IV,Abdomen>Spine.lumbar,Doc,2,"24964-9,30678-7",CT|MR
Multisection^W contrast IV,Abdomen>Spine.lumbar & Pelvis>Sacrum,Doc,2,"82696-6,91715-3",CT|MR
Multisection^W contrast IV,Chest,Doc,2,"24628-0,36156-8",CT|MR
Multisection^W contrast IV,Chest+Abdomen,Doc,2,"36942-1,42275-8",MR|CT
Multisection^W contrast IV,Chest+Abdomen+Pelvis,Doc,2,"72254-6,91523-1",CT|MR
Multisection^W contrast IV,Chest>Aorta.thoracic & Abdomen>Aorta.abdominal,Doc,2,"36141-0,36142-8",CT.angio|CT
Multisection^W contrast IV,Chest>Brachial plexus,Doc,2,"36239-2,89835-3",MR|CT
Multisection^W contrast IV,Chest>Chest vessels,Doc,2,"24659-5,36266-5",MR.angio|CT.angio
Multisection^W contrast IV,Chest>Clavicle,Doc,2,"42694-0,82685-9",MR|CT
Multisection^W contrast IV,Chest>Clavicle.left,Doc,2,"48457-6,82716-2",MR|CT
Multisection^W contrast IV,Chest>Clavicle.right,Doc,2,"48456-8,82686-7",MR|CT
Multisection^W contrast IV,Chest>Heart,Doc,2,"36197-2,79089-9",MR|CT
Multisection^W contrast IV,Chest>Spine.thoracic,Doc,2,"24979-7,24982-1",CT|MR
Multisection^W contrast IV,Head,Doc,2,"24727-0,39142-5",CT|CT.perfusion
Multisection^W contrast IV,Head+Neck>Larynx,Doc,2,"36229-3,36230-1",CT|MR
Multisection^W contrast IV,Head+Neck>Nasopharynx,Doc,2,"36233-5,48446-9",MR|CT
Multisection^W contrast IV,Head>Head vessels,Doc,2,"24593-6,36830-8",MR.angio|CT.angio
Multisection^W contrast IV,Head>Internal auditory canal,Doc,2,"30583-9,36155-0",CT|MR
Multisection^W contrast IV,Head>Orbit,Doc,2,"36820-9,48449-3",MR|CT
Multisection^W contrast IV,Head>Orbit.bilateral,Doc,2,"24850-0,24852-6",CT|MR
Multisection^W contrast IV,Head>Orbit+Face,Doc,2,"39038-5,46320-8",MR|CT
Multisection^W contrast IV,Head>Pituitary+Sella turcica,Doc,2,"30590-4,36238-4",CT|MR
Multisection^W contrast IV,Head>Posterior fossa,Doc,2,"36242-6,36243-4",CT|MR
Multisection^W contrast IV,Head>Sinuses,Doc,2,"24915-1,36255-8",MR|CT
Multisection^W contrast IV,Head>Temporomandibular joint,Doc,2,"37243-3,37244-1",CT|MR
Multisection^W contrast IV,Head>Temporomandibular joint.left,Doc,2,"37246-6,37247-4",CT|MR
Multisection^W contrast IV,Head>Temporomandibular joint.right,Doc,2,"37248-2,37249-0",CT|MR
Multisection^W contrast IV,Lower extremity,Doc,2,"30624-1,39293-6",CT|MR
Multisection^W contrast IV,Lower extremity.bilateral,Doc,2,"36163-4,50755-8",MR|CT
Multisection^W contrast IV,Lower extremity.bilateral>Foot,Doc,2,"36180-8,86973-5",MR|CT
Multisection^W contrast IV,Lower extremity.bilateral>Hip,Doc,2,"36201-2,36202-0",CT|MR
Multisection^W contrast IV,Lower extremity.bilateral>Knee,Doc,2,"36224-4,69088-3",MR|CT
Multisection^W contrast IV,Lower extremity.bilateral>Lower extremity vessels,Doc,2,"44135-2,86965-1",MR.angio|CT.angio
Multisection^W contrast IV,Lower extremity.left,Doc,2,"36164-2,36165-9",CT|MR
Multisection^W contrast IV,Lower extremity.left>Ankle,Doc,2,"36137-8,36138-6",CT|MR
Multisection^W contrast IV,Lower extremity.left>Foot,Doc,2,"36181-6,36182-4",CT|MR
Multisection^W contrast IV,Lower extremity.left>Hip,Doc,2,"36203-8,36204-6",CT|MR
Multisection^W contrast IV,Lower extremity.left>Knee,Doc,2,"36225-1,36226-9",CT|MR
Multisection^W contrast IV,Lower extremity.left>Lower leg,Doc,2,"36260-8,36261-6",CT|MR
Multisection^W contrast IV,Lower extremity.left>Thigh,Doc,2,"36174-1,36175-8",CT|MR
Multisection^W contrast IV,Lower extremity.right,Doc,2,"36166-7,36167-5",CT|MR
Multisection^W contrast IV,Lower extremity.right>Ankle,Doc,2,"36139-4,36140-2",CT|MR
Multisection^W contrast IV,Lower extremity.right>Foot,Doc,2,"36183-2,36184-0",CT|MR
Multisection^W contrast IV,Lower extremity.right>Hip,Doc,2,"36205-3,36206-1",CT|MR
Multisection^W contrast IV,Lower extremity.right>Knee,Doc,2,"36227-7,36228-5",CT|MR
Multisection^W contrast IV,Lower extremity.right>Lower leg,Doc,2,"36262-4,36263-2",CT|MR
Multisection^W contrast IV,Lower extremity.right>Thigh,Doc,2,"36176-6,36177-4",CT|MR
Multisection^W contrast IV,Lower extremity>Ankle,Doc,2,"36135-2,36136-0",CT|MR
Multisection^W contrast IV,Lower extremity>Foot,Doc,2,"36178-2,36179-0",CT|MR
Multisection^W contrast IV,Lower extremity>Hip,Doc,2,"36199-8,36200-4",MR|CT
Multisection^W contrast IV,Lower extremity>Knee,Doc,2,"36222-8,36223-6",CT|MR
Multisection^W contrast IV,Lower extremity>Lower extremity vessels,Doc,2,"36831-6,46324-0",CT.angio|MR.angio
Multisection^W contrast IV,Lower extremity>Lower leg,Doc,2,"36258-2,36259-0",CT|MR
Multisection^W contrast IV,Lower extremity>Thigh,Doc,2,"36172-5,36173-3",CT|MR
Multisection^W contrast IV,Neck,Doc,2,"24841-9,36235-0",MR|CT
Multisection^W contrast IV,Neck>Neck vessels,Doc,2,"24844-3,36234-3",MR.angio|CT.angio
Multisection^W contrast IV,Neck>Parotid gland,Doc,2,"37240-9,37241-7",CT|MR
Multisection^W contrast IV,Neck>Spine.cervical,Doc,2,"24933-4,24938-3",CT|MR
Multisection^W contrast IV,Neck>Spine.cervical & Chest>Spine.thoracic,Doc,2,"86985-9,89284-4",CT|MR
Multisection^W contrast IV,Neck>Spine.cervical & Chest>Spine.thoracic & Abdomen>Spine.lumbar,Doc,2,"86984-2,91561-1",CT|MR
Multisection^W contrast IV,Pelvis,Doc,2,"24866-6,36237-6",CT|MR
Multisection^W contrast IV,Pelvis>Pelvis vessels,Doc,2,"24873-2,42294-9",MR.angio|CT.angio
Multisection^W contrast IV,Pelvis>Sacroiliac joint,Doc,2,"36217-8,36218-6",CT|MR
Multisection^W contrast IV,Pelvis>Sacrum,Doc,2,"36245-9,36246-7",CT|MR
Multisection^W contrast IV,Pelvis>Sacrum+Coccyx,Doc,2,"36247-5,82704-8",MR|CT
Multisection^W contrast IV,Pelvis>Uterus,Doc,2,"36264-0,36265-7",CT|MR
Multisection^W contrast IV,Upper extremity,Doc,2,"30626-6,39037-7",CT|MR
Multisection^W contrast IV,Upper extremity.bilateral,Doc,2,"36168-3,69187-3",CT|MR
Multisection^W contrast IV,Upper extremity.bilateral>Hand,Doc,2,"69178-2,86968-5",MR|CT
Multisection^W contrast IV,Upper extremity.bilateral>Shoulder,Doc,2,"69184-0,86969-3",MR|CT
Multisection^W contrast IV,Upper extremity.bilateral>Wrist,Doc,2,"37449-6,69091-7",MR|CT
Multisection^W contrast IV,Upper extremity.left,Doc,2,"36169-1,38829-8",CT|MR
Multisection^W contrast IV,Upper extremity.left>Elbow,Doc,2,"36159-2,36160-0",CT|MR
Multisection^W contrast IV,Upper extremity.left>Forearm,Doc,2,"36187-3,36188-1",CT|MR
Multisection^W contrast IV,Upper extremity.left>Hand,Doc,2,"36193-1,36194-9",CT|MR
Multisection^W contrast IV,Upper extremity.left>Shoulder,Doc,2,"36252-5,38830-6",CT|MR
Multisection^W contrast IV,Upper extremity.left>Upper arm,Doc,2,"36209-5,36210-3",CT|MR
Multisection^W contrast IV,Upper extremity.left>Wrist,Doc,2,"37450-4,37451-2",CT|MR
Multisection^W contrast IV,Upper extremity.right,Doc,2,"36170-9,36171-7",CT|MR
Multisection^W contrast IV,Upper extremity.right>Elbow,Doc,2,"36161-8,36162-6",CT|MR
Multisection^W contrast IV,Upper extremity.right>Forearm,Doc,2,"36189-9,36190-7",CT|MR
Multisection^W contrast IV,Upper extremity.right>Hand,Doc,2,"36195-6,36196-4",CT|MR
Multisection^W contrast IV,Upper extremity.right>Shoulder,Doc,2,"36253-3,36254-1",CT|MR
Multisection^W contrast IV,Upper extremity.right>Upper arm,Doc,2,"36211-1,36212-9",CT|MR
Multisection^W contrast IV,Upper extremity.right>Wrist,Doc,2,"37452-0,37453-8",CT|MR
Multisection^W contrast IV,Upper extremity>Elbow,Doc,2,"36157-6,36158-4",CT|MR
Multisection^W contrast IV,Upper extremity>Forearm,Doc,2,"36185-7,36186-5",CT|MR
Multisection^W contrast IV,Upper extremity>Hand,Doc,2,"36191-5,36192-3",CT|MR
Multisection^W contrast IV,Upper extremity>Shoulder,Doc,2,"36250-9,36251-7",CT|MR
Multisection^W contrast IV,Upper extremity>Upper arm,Doc,2,"36207-9,36208-7",CT|MR
Multisection^W contrast IV,Upper extremity>Upper extremity vessels,Doc,2,"24549-8,42295-6",MR.angio|CT.angio
Multisection^W contrast IV,Upper extremity>Wrist,Doc,2,"37447-0,37448-8",CT|MR
Multisection^W contrast IV,XXX,Doc,3,"24753-6,25058-9,49507-7",CT|MR.angio|MR
Multisection^W contrast IV,XXX>Spine,Doc,2,"24987-0,36256-6",CT|MR
Multisection^W contrast PO+WO & W contrast IV,Abdomen>Small bowel,Doc,2,"80503-6,82689-1",MR|CT
Multisection^W radionuclide IV,Chest>Heart,Doc,2,"39649-9,44137-8",NM.SPECT|PT
Multisection^W radionuclide IV,Head>Brain,Doc,3,"39632-5,44138-6,81579-5",NM.SPECT|PT|PT.perfusion
Multisection^W radionuclide IV,Neck>Parathyroid gland,Doc,2,"39740-6,81550-6",NM.SPECT|NM.SPECT+CT
Multisection^W radionuclide IV,Whole body,Doc,3,"44139-4,46297-8,89842-9",PT|NM.SPECT|NM.SPECT+CT
Multisection^W radionuclide IV,XXX,Doc,2,"43526-3,44136-0",NM.SPECT|PT
Multisection^W saline IU,Pelvis>Uterus+Fallopian tubes,Doc,2,"42143-8,80872-5",US|US.doppler
Multisection^WO & W contrast IT,Abdomen>Spine.lumbar,Doc,2,"44114-7,48452-7",CT|MR
Multisection^WO & W contrast IT,Chest>Spine.thoracic,Doc,2,"44113-9,48441-0",CT|MR
Multisection^WO & W contrast IV,Abdomen,Doc,2,"24557-1,36267-3",MR|CT
Multisection^WO & W contrast IV,Abdomen>Abdominal vessels,Doc,2,"30805-6,36855-5",CT.angio|MR.angio
Multisection^WO & W contrast IV,Abdomen>Adrenal gland,Doc,2,"36950-4,36951-2",CT|MR
Multisection^WO & W contrast IV,Abdomen>Aorta.abdominal,Doc,4,"36271-5,36272-3,36273-1,82678-4",CT|MR.angio|MR|CT.angio
Multisection^WO & W contrast IV,Abdomen>Aorta.abdominal & Pelvis+Lower extremity.bilateral>RO vessels,Doc,2,"78031-2,80502-8",CT.angio|MR.angio
Multisection^WO & W contrast IV,Abdomen>Kidney,Doc,2,"43768-1,43775-6",CT|MR
Multisection^WO & W contrast IV,Abdomen>Kidney.bilateral,Doc,3,"24784-1,36377-0,36378-8",XR.tomography|CT|MR
Multisection^WO & W contrast IV,Abdomen>Liver,Doc,2,"30612-6,30670-4",CT|MR
Multisection^WO & W contrast IV,Abdomen>Pancreas,Doc,2,"30614-2,36385-3",CT|MR
Multisection^WO & W contrast IV,Abdomen>Renal vessels,Doc,2,"44134-5,87846-2",MR.angio|CT.angio
Multisection^WO & W contrast IV,Abdomen>Spine.lumbar,Doc,2,"24967-2,36402-6",MR|CT
Multisection^WO & W contrast IV,Abdomen>Spine.lumbar & Pelvis>Sacrum,Doc,2,"89827-0,91716-1",CT|MR
Multisection^WO & W contrast IV,Abdomen>Spleen,Doc,2,"24989-6,36404-2",CT|MR
Multisection^WO & W contrast IV,Chest,Doc,2,"30598-7,36283-0",CT|MR
Multisection^WO & W contrast IV,Chest+Abdomen,Doc,2,"36284-8,42277-4",MR|CT
Multisection^WO & W contrast IV,Chest+Abdomen+Pelvis,Doc,2,"72252-0,91524-9",CT|MR
Multisection^WO & W contrast IV,Chest>Aorta.thoracic,Doc,2,"36274-9,87859-5",MR.angio|CT
Multisection^WO & W contrast IV,Chest>Aorta.thoracic & Abdomen>Aorta.abdominal,Doc,3,"44131-1,87857-9,87861-1",MR.angio|CT.angio|CT
Multisection^WO & W contrast IV,Chest>Chest vessels,Doc,2,"30804-9,36420-8",CT.angio|MR.angio
Multisection^WO & W contrast IV,Chest>Clavicle,Doc,2,"42299-8,82684-2",MR|CT
Multisection^WO & W contrast IV,Chest>Scapula.left,Doc,2,"36393-7,82707-1",MR|CT
Multisection^WO & W contrast IV,Chest>Scapula.right,Doc,2,"36394-5,82718-8",MR|CT
Multisection^WO & W contrast IV,Chest>Spine.thoracic,Doc,2,"24981-3,36403-4",MR|CT
Multisection^WO & W contrast IV,Head,Doc,2,"24726-2,24729-6",CT|CT.perfusion
Multisection^WO & W contrast IV,Head+Neck>Circle of Willis,Doc,2,"69161-8,75671-8",MR.angio|CT.angio
Multisection^WO & W contrast IV,Head+Neck>Nasopharynx,Doc,2,"36384-6,48443-6",MR|CT
Multisection^WO & W contrast IV,Head>Face & Neck,Doc,2,"82131-4,82132-2",MR|CT
Multisection^WO & W contrast IV,Head>Head vessels,Doc,2,"30593-8,36857-1",CT.angio|MR.angio
Multisection^WO & W contrast IV,Head>Internal auditory canal,Doc,2,"30659-7,36282-2",MR|CT
Multisection^WO & W contrast IV,Head>Orbit,Doc,2,"36842-3,48451-9",MR|CT
Multisection^WO & W contrast IV,Head>Orbit.bilateral,Doc,2,"24849-2,24851-8",CT|MR
Multisection^WO & W contrast IV,Head>Pituitary+Sella turcica,Doc,2,"24879-9,24904-5",MR|CT
Multisection^WO & W contrast IV,Head>Posterior fossa,Doc,2,"36387-9,36388-7",CT|MR
Multisection^WO & W contrast IV,Head>Sinuses,Doc,2,"30663-9,36398-6",MR|CT
Multisection^WO & W contrast IV,Head>Skull.base,Doc,2,"44111-3,69220-2",CT|MR
Multisection^WO & W contrast IV,Head>Temporomandibular joint,Doc,2,"37267-2,37268-0",CT|MR
Multisection^WO & W contrast IV,Lower extremity,Doc,2,"36288-9,39291-0",CT|MR
Multisection^WO & W contrast IV,Lower extremity.bilateral,Doc,2,"36289-7,82694-1",MR|CT
Multisection^WO & W contrast IV,Lower extremity.bilateral>Hip,Doc,2,"36360-6,36361-4",CT|MR
Multisection^WO & W contrast IV,Lower extremity.left,Doc,2,"36290-5,36291-3",CT|MR
Multisection^WO & W contrast IV,Lower extremity.left>Ankle,Doc,2,"26188-3,36269-9",MR|CT
Multisection^WO & W contrast IV,Lower extremity.left>Foot,Doc,2,"36343-2,36344-0",CT|MR
Multisection^WO & W contrast IV,Lower extremity.left>Hip,Doc,2,"36362-2,36363-0",CT|MR
Multisection^WO & W contrast IV,Lower extremity.left>Knee,Doc,2,"26200-6,36380-4",MR|CT
Multisection^WO & W contrast IV,Lower extremity.left>Lower extremity vessels,Doc,2,"36858-9,46308-3",MR.angio|CT.angio
Multisection^WO & W contrast IV,Lower extremity.left>Lower leg,Doc,2,"36409-1,36410-9",CT|MR
Multisection^WO & W contrast IV,Lower extremity.left>Thigh,Doc,2,"26197-4,36339-0",MR|CT
Multisection^WO & W contrast IV,Lower extremity.right,Doc,2,"36292-1,36333-3",CT|MR
Multisection^WO & W contrast IV,Lower extremity.right>Ankle,Doc,2,"26189-1,36270-7",MR|CT
Multisection^WO & W contrast IV,Lower extremity.right>Foot,Doc,2,"36345-7,36346-5",CT|MR
Multisection^WO & W contrast IV,Lower extremity.right>Hip,Doc,2,"36364-8,36365-5",CT|MR
Multisection^WO & W contrast IV,Lower extremity.right>Knee,Doc,2,"26201-4,36381-2",MR|CT
Multisection^WO & W contrast IV,Lower extremity.right>Lower extremity vessels,Doc,2,"36859-7,46307-5",MR.angio|CT.angio
Multisection^WO & W contrast IV,Lower extremity.right>Lower leg,Doc,2,"36411-7,36412-5",CT|MR
Multisection^WO & W contrast IV,Lower extremity.right>Thigh,Doc,2,"26198-2,36340-8",MR|CT
Multisection^WO & W contrast IV,Lower extremity>Ankle,Doc,2,"24539-9,36268-1",MR|CT
Multisection^WO & W contrast IV,Lower extremity>Foot,Doc,2,"30682-9,36341-6",MR|CT
Multisection^WO & W contrast IV,Lower extremity>Hip,Doc,2,"30688-6,36359-8",MR|CT
Multisection^WO & W contrast IV,Lower extremity>Knee,Doc,2,"24803-9,36379-6",MR|CT
Multisection^WO & W contrast IV,Lower extremity>Lower extremity vessels,Doc,2,"30807-2,44128-7",CT.angio|MR.angio
Multisection^WO & W contrast IV,Lower extremity>Lower leg,Doc,2,"30870-0,36408-3",MR|CT
Multisection^WO & W contrast IV,Lower extremity>Thigh,Doc,2,"24703-1,36338-2",MR|CT
Multisection^WO & W contrast IV,Neck,Doc,2,"24840-1,30586-2",MR|CT
Multisection^WO & W contrast IV,Neck>Neck vessels,Doc,2,"30594-6,36423-2",CT.angio|MR.angio
Multisection^WO & W contrast IV,Neck>Parotid gland,Doc,2,"37265-6,46311-7",MR|CT
Multisection^WO & W contrast IV,Neck>Spine.cervical,Doc,2,"24937-5,36401-8",MR|CT
Multisection^WO & W contrast IV,Neck>Spine.cervical & Chest>Spine.thoracic,Doc,2,"43456-3,86959-4",MR|CT
Multisection^WO & W contrast IV,Pelvis,Doc,2,"30616-7,30674-6",CT|MR
Multisection^WO & W contrast IV,Pelvis>Pelvis vessels,Doc,2,"30623-3,36863-9",CT.angio|MR.angio
Multisection^WO & W contrast IV,Pelvis>Sacroiliac joint,Doc,2,"36375-4,36376-2",CT|MR
Multisection^WO & W contrast IV,Pelvis>Sacrum,Doc,2,"36390-3,36391-1",CT|MR
Multisection^WO & W contrast IV,Pelvis>Sacrum+Coccyx,Doc,2,"36392-9,82703-0",MR|CT
Multisection^WO & W contrast IV,Upper extremity,Doc,2,"36334-1,39034-4",CT|MR
Multisection^WO & W contrast IV,Upper extremity.bilateral,Doc,2,"69186-5,87883-5",MR|CT
Multisection^WO & W contrast IV,Upper extremity.left,Doc,2,"36335-8,38831-4",CT|MR
Multisection^WO & W contrast IV,Upper extremity.left>Elbow,Doc,2,"26194-1,36286-3",MR|CT
Multisection^WO & W contrast IV,Upper extremity.left>Forearm,Doc,2,"36348-1,36349-9",CT|MR
Multisection^WO & W contrast IV,Upper extremity.left>Hand,Doc,2,"36353-1,36354-9",CT|MR
